"Munic do un.saúde";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";" Total"
"320350 MONTANHA";"1116";"1058";"919";"639";"214";"278";"1531";"1038";"904";"1117";"8814"
"320360 MUCURICI";"728";"522";"609";"342";"263";"567";"468";"539";"494";"344";"4876"
"320370 MUNIZ FREIRE";"1512";"1016";"893";"1249";"401";"539";"2127";"1116";"1580";"1328";"11761"
"320380 MUQUI";"798";"795";"1004";"1012";"331";"585";"677";"731";"698";"788";"7419"
"320390 NOVA VENECIA";"4743";"3137";"3130";"3614";"1080";"2457";"2916";"2499";"2702";"1981";"28259"
"320400 PANCAS";"2567";"2974";"2098";"1354";"2493";"1833";"2172";"2034";"1735";"1630";"20890"
"320405 PEDRO CANARIO";"0";"1254";"1140";"1023";"324";"1108";"1776";"1404";"1655";"1296";"10980"
"320410 PINHEIROS";"2269";"2049";"2027";"1785";"1580";"1523";"1324";"1667";"1438";"1871";"17533"
"320420 PIUMA";"525";"538";"261";"563";"196";"459";"716";"1058";"1253";"1691";"7260"
"320425 PONTO BELO";"925";"638";"489";"545";"263";"578";"696";"759";"563";"673";"6129"
"320430 PRESIDENTE KENNEDY";"1188";"1165";"1402";"1097";"846";"928";"799";"1043";"1767";"1504";"11739"
"320435 RIO BANANAL";"1695";"2471";"2600";"2848";"1652";"1953";"2127";"2241";"2027";"2486";"22100"
"320440 RIO NOVO DO SUL";"951";"694";"454";"965";"576";"570";"995";"830";"700";"593";"7328"
"320450 SANTA LEOPOLDINA";"238";"0";"410";"716";"1035";"912";"914";"1329";"947";"1047";"7548"
"320455 SANTA MARIA DE JETIBA";"0";"3290";"5695";"5214";"3640";"4667";"4739";"5905";"4830";"6358";"44338"
"320460 SANTA TERESA";"1985";"1553";"1708";"314";"3314";"1440";"1657";"1635";"1780";"1978";"17364"
"320465 SAO DOMINGOS DO NORTE";"519";"420";"502";"539";"108";"0";"0";"0";"0";"0";"2088"
"320470 SAO GABRIEL DA PALHA";"2501";"1851";"2120";"1823";"1882";"1487";"2538";"1899";"2175";"2018";"20294"
"320480 SAO JOSE DO CALCADO";"453";"41";"78";"476";"103";"151";"33";"11";"8";"237";"1591"
"320490 SAO MATEUS";"7205";"7909";"8136";"8349";"2881";"5461";"4534";"5696";"4819";"5083";"60073"
"320495 SAO ROQUE DO CANAA";"1164";"2";"677";"1069";"327";"0";"0";"0";"287";"699";"4225"
"320500 SERRA";"24879";"24789";"26981";"31265";"10784";"18237";"23310";"24643";"25877";"28100";"238865"
"320501 SOORETAMA";"844";"1160";"1406";"1418";"1075";"1551";"1614";"2075";"1974";"1807";"14924"
"320503 VARGEM ALTA";"1452";"1302";"1068";"1381";"400";"502";"1451";"1260";"1606";"1184";"11606"
"320506 VENDA NOVA DO IMIGRANTE";"2496";"2471";"2498";"2601";"1764";"2636";"1995";"2830";"2855";"3119";"25265"
"320510 VIANA";"3301";"4662";"4162";"4276";"2641";"3860";"4590";"6113";"6651";"6259";"46515"
"320515 VILA PAVAO";"549";"533";"790";"635";"366";"712";"745";"803";"631";"560";"6324"
"320517 VILA VALERIO";"1492";"1195";"1194";"1296";"637";"948";"1266";"1156";"1251";"767";"11202"
"320520 VILA VELHA";"12971";"15533";"19161";"20007";"8924";"13410";"16898";"18177";"17967";"18647";"161695"
"320530 VITORIA";"32203";"28858";"30594";"31017";"14652";"22009";"20422";"24922";"26152";"23335";"254164"
"330010 ANGRA DOS REIS";"0";"0";"0";"0";"0";"439";"6101";"12050";"1";"0";"18591"
"330015 APERIBE";"0";"0";"0";"393";"194";"556";"448";"504";"430";"334";"2859"
"330020 ARARUAMA";"4511";"3219";"6673";"5372";"3517";"8631";"5733";"6646";"8528";"8968";"61798"
"330022 AREAL";"209";"0";"0";"0";"72";"301";"534";"611";"928";"670";"3325"
"330023 ARMACAO DOS BUZIOS";"2242";"1598";"1134";"1059";"405";"11753";"3493";"3787";"4028";"3622";"33121"
"330025 ARRAIAL DO CABO";"1347";"1693";"685";"1084";"349";"1254";"1545";"1981";"2837";"2186";"14961"
"330030 BARRA DO PIRAI";"0";"0";"0";"0";"0";"1279";"1579";"2955";"2722";"2731";"11266"
"330040 BARRA MANSA";"6560";"9309";"13375";"10938";"10268";"11050";"9356";"12888";"11225";"11515";"106484"
"330045 BELFORD ROXO";"0";"0";"0";"0";"0";"6441";"7998";"445";"9190";"12805";"36879"
"330060 BOM JESUS DO ITABAPOANA";"0";"0";"0";"0";"176";"979";"1521";"1767";"1479";"1426";"7348"
"330070 CABO FRIO";"7662";"7987";"8848";"8200";"5337";"8244";"8783";"12814";"10739";"10019";"88633"
"330090 CAMBUCI";"0";"0";"0";"466";"170";"637";"680";"770";"574";"431";"3728"
"330095 COMENDADOR LEVY GASPARIAN";"0";"0";"0";"0";"0";"395";"127";"547";"602";"290";"1961"
"330100 CAMPOS DOS GOYTACAZES";"0";"0";"0";"1908";"7292";"14774";"16505";"18760";"19770";"16387";"95396"
"330110 CANTAGALO";"1346";"942";"1065";"1259";"281";"422";"1357";"1462";"1431";"1158";"10723"
"330115 CARDOSO MOREIRA";"0";"0";"0";"664";"423";"1017";"916";"917";"611";"663";"5211"
"330130 CASIMIRO DE ABREU";"2736";"2744";"3357";"2639";"1325";"3414";"3123";"3771";"3088";"3191";"29388"
"330140 CONCEICAO DE MACABU";"0";"0";"0";"230";"1158";"1467";"666";"1192";"978";"714";"6405"
"330170 DUQUE DE CAXIAS";"3510";"1514";"713";"1845";"1039";"2502";"1239";"0";"0";"0";"12362"
"330180 ENGENHEIRO PAULO DE FRONTIN";"32";"0";"0";"0";"1";"621";"705";"866";"1001";"786";"4012"
"330187 IGUABA GRANDE";"0";"0";"0";"0";"0";"13657";"3643";"3125";"2896";"2888";"26209"
"330190 ITABORAI";"3461";"5513";"8408";"8328";"4301";"5753";"5400";"9468";"8176";"8610";"67418"
"330205 ITALVA";"0";"0";"0";"433";"254";"785";"611";"803";"821";"737";"4444"
"330210 ITAOCARA";"0";"0";"0";"1015";"338";"971";"1011";"1071";"794";"1038";"6238"
"330220 ITAPERUNA";"0";"0";"0";"3698";"2031";"3881";"4444";"3953";"3597";"3146";"24750"
"330225 ITATIAIA";"0";"0";"0";"0";"101";"1234";"1338";"1991";"1876";"1562";"8102"
"330230 LAJE DO MURIAE";"0";"0";"0";"232";"181";"246";"198";"226";"126";"131";"1340"
"330240 MACAE";"3079";"2789";"2792";"2390";"4810";"8657";"10050";"10836";"10651";"8667";"64721"
"330270 MARICA";"5672";"5827";"6814";"7576";"1915";"169";"3839";"3506";"4182";"8744";"48244"
"330280 MENDES";"0";"0";"0";"0";"0";"1049";"1202";"571";"0";"0";"2822"
"330285 MESQUITA";"0";"0";"0";"0";"0";"9225";"7741";"9462";"9849";"12208";"48485"
"330300 MIRACEMA";"0";"0";"0";"1319";"564";"898";"1349";"1581";"1171";"811";"7693"
"330310 NATIVIDADE";"0";"0";"0";"461";"369";"516";"590";"542";"462";"535";"3475"
"330330 NITEROI";"0";"0";"0";"0";"0";"4066";"8676";"14571";"15651";"16526";"59490"
"330340 NOVA FRIBURGO";"0";"2215";"2636";"2998";"1630";"2184";"3142";"4487";"3749";"3234";"26275"
"330385 PATY DO ALFERES";"0";"0";"0";"0";"117";"1335";"701";"917";"1374";"385";"4829"
"330390 PETROPOLIS";"0";"0";"0";"0";"0";"9850";"13213";"16062";"16971";"14751";"70847"
"330395 PINHEIRAL";"0";"0";"0";"0";"598";"0";"3228";"1549";"1379";"1394";"8148"
"330400 PIRAI";"1223";"2359";"2388";"2701";"1507";"1956";"2680";"2347";"2726";"2574";"22461"
"330410 PORCIUNCULA";"0";"0";"0";"658";"261";"662";"537";"664";"725";"295";"3802"
"330411 PORTO REAL";"11";"0";"0";"0";"2";"0";"0";"0";"0";"0";"13"
"330412 QUATIS";"2";"0";"0";"0";"13";"66";"383";"696";"557";"669";"2386"
"330415 QUISSAMA";"0";"0";"0";"0";"0";"1";"52";"0";"1";"0";"54"
"330420 RESENDE";"5425";"0";"0";"0";"0";"1397";"2096";"0";"0";"0";"8918"
"330440 RIO CLARO";"1533";"551";"573";"0";"0";"1082";"261";"1025";"1410";"1325";"7760"
"330450 RIO DAS FLORES";"188";"0";"0";"0";"0";"209";"322";"365";"371";"433";"1888"
"330452 RIO DAS OSTRAS";"6589";"3850";"4900";"4973";"3133";"4061";"5277";"4666";"5181";"5147";"47777"
"330455 RIO DE JANEIRO";"1629";"1552";"1433";"1195";"1177";"1449";"1067";"214918";"281027";"246104";"751551"
"330470 SANTO ANTONIO DE PADUA";"0";"0";"0";"307";"321";"513";"714";"679";"651";"790";"3975"
"330475 SAO FRANCISCO DE ITABAPOANA";"0";"0";"0";"645";"16";"0";"760";"3005";"1637";"1808";"7871"
"330480 SAO FIDELIS";"0";"0";"0";"115";"989";"1179";"1228";"1491";"1231";"1160";"7393"
"330490 SAO GONCALO";"12346";"13722";"15279";"15687";"11469";"19110";"16366";"25331";"28639";"27889";"185838"
"330500 SAO JOAO DA BARRA";"0";"0";"0";"618";"1397";"2109";"2580";"3045";"2714";"3081";"15544"
"330510 SAO JOAO DE MERITI";"0";"0";"0";"0";"0";"0";"182";"0";"4189";"10714";"15085"
"330513 SAO JOSE DE UBA";"0";"0";"0";"350";"240";"507";"414";"606";"511";"406";"3034"
"330520 SAO PEDRO DA ALDEIA";"3407";"3214";"3455";"4356";"2465";"5106";"4343";"5065";"4749";"3979";"40139"
"330550 SAQUAREMA";"0";"0";"0";"921";"2628";"6280";"3809";"5493";"5926";"5949";"31006"
"330560 SILVA JARDIM";"1719";"1558";"1723";"1952";"899";"1499";"770";"0";"0";"0";"10120"
"330580 TERESOPOLIS";"6869";"7123";"6145";"7711";"4224";"6041";"5770";"7290";"7726";"6872";"65771"
"330600 TRES RIOS";"0";"0";"0";"0";"0";"2929";"4005";"3992";"4468";"3428";"18822"
"330610 VALENCA";"1858";"0";"0";"0";"568";"2411";"2622";"3024";"4621";"3833";"18937"
"330615 VARRE-SAI";"0";"0";"0";"265";"237";"417";"387";"527";"402";"371";"2606"
"330620 VASSOURAS";"0";"0";"0";"0";"0";"1578";"1937";"2745";"2591";"2233";"11084"
"330630 VOLTA REDONDA";"0";"0";"0";"0";"1808";"10413";"13249";"17388";"18962";"18002";"79822"
"350010 ADAMANTINA";"3071";"3259";"2887";"2819";"1892";"1953";"2130";"2630";"2263";"2219";"25123"
"350020 ADOLFO";"0";"0";"0";"0";"0";"0";"145";"12";"0";"0";"157"
"350050 AGUAS DE LINDOIA";"0";"0";"0";"157";"74";"0";"0";"0";"0";"0";"231"
"350055 AGUAS DE SANTA BARBARA";"390";"344";"451";"447";"250";"270";"325";"408";"444";"457";"3786"
"350060 AGUAS DE SAO PEDRO";"396";"317";"371";"313";"134";"309";"395";"472";"406";"417";"3530"
"350070 AGUDOS";"1763";"1202";"1605";"1459";"942";"1077";"1902";"1705";"1575";"1688";"14918"
"350075 ALAMBARI";"433";"493";"512";"533";"354";"483";"500";"477";"521";"472";"4778"
"350080 ALFREDO MARCONDES";"282";"337";"262";"320";"138";"304";"337";"335";"299";"351";"2965"
"350090 ALTAIR";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"350100 ALTINOPOLIS";"1158";"965";"1007";"1079";"534";"882";"742";"1055";"704";"772";"8898"
"350115 ALUMINIO";"514";"682";"651";"441";"242";"388";"0";"440";"643";"902";"4903"
"350120 ALVARES FLORENCE";"486";"369";"368";"420";"216";"343";"417";"428";"362";"376";"3785"
"350130 ALVARES MACHADO";"1182";"1514";"1295";"1560";"683";"1173";"948";"1793";"1415";"1602";"13165"
"350140 ALVARO DE CARVALHO";"94";"115";"92";"89";"75";"71";"91";"135";"133";"91";"986"
"350150 ALVINLANDIA";"315";"359";"294";"320";"202";"189";"389";"362";"313";"313";"3056"
"350160 AMERICANA";"0";"0";"0";"1808";"411";"0";"0";"0";"0";"0";"2219"
"350170 AMERICO BRASILIENSE";"2273";"2299";"2172";"1933";"604";"699";"1259";"1140";"1068";"1173";"14620"
"350180 AMERICO DE CAMPOS";"440";"326";"331";"296";"295";"263";"525";"529";"387";"413";"3805"
"350190 AMPARO";"0";"0";"0";"19";"233";"0";"0";"0";"0";"0";"252"
"350200 ANALANDIA";"291";"394";"250";"273";"45";"304";"227";"223";"296";"354";"2657"
"350210 ANDRADINA";"2388";"649";"1";"1";"0";"0";"0";"0";"0";"0";"3039"
"350220 ANGATUBA";"1722";"1893";"1788";"1756";"803";"1314";"1429";"1700";"1555";"1289";"15249"
"350230 ANHEMBI";"290";"415";"351";"462";"211";"367";"362";"336";"305";"287";"3386"
"350240 ANHUMAS";"221";"304";"177";"369";"221";"336";"231";"371";"145";"233";"2608"
"350260 APARECIDA D\'OESTE";"388";"266";"373";"392";"327";"394";"285";"320";"380";"438";"3563"
"350270 APIAI";"1164";"1323";"983";"1208";"464";"696";"1903";"2272";"2032";"1741";"13786"
"350275 ARACARIGUAMA";"1035";"1639";"1205";"976";"167";"1047";"0";"1228";"1355";"1478";"10130"
"350280 ARACATUBA";"6365";"10295";"15350";"8730";"11644";"10430";"12318";"10777";"10514";"10840";"107263"
"350310 ARANDU";"447";"273";"503";"175";"50";"197";"231";"275";"294";"402";"2847"
"350320 ARARAQUARA";"13611";"13963";"12810";"13368";"7334";"8596";"9301";"10529";"10134";"10570";"110216"
"350330 ARARAS";"6257";"5776";"5994";"5614";"2242";"4410";"4304";"5211";"5509";"5111";"50428"
"350335 ARCO-IRIS";"124";"125";"157";"142";"45";"126";"53";"123";"129";"149";"1173"
"350340 AREALVA";"929";"592";"774";"539";"465";"185";"579";"488";"472";"421";"5444"
"350360 AREIOPOLIS";"487";"315";"343";"375";"429";"331";"407";"234";"399";"373";"3693"
"350370 ARIRANHA";"0";"0";"0";"0";"145";"195";"7";"0";"150";"280";"777"
"350380 ARTUR NOGUEIRA";"0";"0";"1";"893";"155";"0";"0";"0";"0";"0";"1049"
"350390 ARUJA";"6666";"5586";"6173";"6643";"2713";"6518";"5452";"5987";"6170";"0";"51908"
"350395 ASPASIA";"171";"145";"150";"100";"108";"132";"189";"185";"160";"195";"1535"
"350400 ASSIS";"4541";"4684";"3395";"3946";"2114";"1150";"1154";"2852";"3457";"700";"27993"
"350410 ATIBAIA";"0";"0";"1";"1322";"567";"0";"0";"0";"0";"0";"1890"
"350420 AURIFLAMA";"337";"625";"838";"536";"436";"346";"742";"664";"486";"209";"5219"
"350430 AVAI";"363";"152";"365";"233";"334";"269";"230";"230";"173";"301";"2650"
"350450 AVARE";"4426";"2595";"3333";"2812";"1425";"959";"1483";"2628";"2163";"2309";"24133"
"350460 BADY BASSITT";"113";"280";"1082";"1434";"1102";"1470";"1444";"1564";"1483";"1496";"11468"
"350470 BALBINOS";"63";"38";"108";"50";"96";"83";"47";"95";"63";"63";"706"
"350480 BALSAMO";"667";"815";"594";"815";"549";"584";"423";"512";"693";"759";"6411"
"350500 BARAO DE ANTONINA";"264";"228";"251";"290";"138";"171";"278";"284";"281";"273";"2458"
"350510 BARBOSA";"132";"120";"0";"1";"0";"97";"93";"0";"98";"0";"541"
"350520 BARIRI";"1454";"1450";"1116";"1547";"479";"1034";"1340";"1432";"1280";"1117";"12249"
"350530 BARRA BONITA";"912";"776";"680";"706";"291";"703";"600";"868";"1288";"1066";"7890"
"350535 BARRA DO CHAPEU";"298";"394";"275";"185";"118";"269";"289";"346";"328";"271";"2773"
"350550 BARRETOS";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2"
"350560 BARRINHA";"1454";"1696";"1648";"1733";"803";"1276";"1032";"1291";"1023";"1060";"13016"
"350570 BARUERI";"29809";"24326";"24409";"19852";"31932";"31470";"24872";"26225";"24081";"25611";"262587"
"350580 BASTOS";"1250";"1346";"986";"2003";"913";"1005";"1187";"1072";"1233";"1287";"12282"
"350590 BATATAIS";"2655";"2858";"3062";"3050";"1764";"2222";"2645";"3669";"3366";"3248";"28539"
"350600 BAURU";"12775";"10357";"14199";"12984";"6414";"9295";"10845";"12851";"13814";"12084";"115618"
"350610 BEBEDOURO";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"3"
"350620 BENTO DE ABREU";"38";"154";"137";"97";"44";"117";"90";"82";"109";"80";"948"
"350630 BERNARDINO DE CAMPOS";"742";"723";"743";"600";"634";"971";"843";"847";"763";"714";"7580"
"350635 BERTIOGA";"0";"0";"0";"0";"0";"0";"2454";"1997";"2078";"2613";"9142"
"350640 BILAC";"103";"442";"591";"385";"259";"215";"474";"384";"375";"282";"3510"
"350650 BIRIGUI";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"350670 BOA ESPERANCA DO SUL";"604";"800";"745";"676";"216";"404";"554";"572";"789";"757";"6117"
"350680 BOCAINA";"344";"371";"261";"230";"161";"295";"426";"313";"296";"335";"3032"
"350690 BOFETE";"1089";"757";"887";"918";"495";"680";"954";"963";"832";"1064";"8639"
"350710 BOM JESUS DOS PERDOES";"0";"0";"0";"267";"286";"0";"0";"0";"0";"0";"553"
"350715 BOM SUCESSO DE ITARARE";"167";"166";"165";"135";"126";"163";"133";"85";"26";"174";"1340"
"350720 BORA";"70";"106";"70";"51";"65";"55";"84";"75";"51";"48";"675"
"350730 BORACEIA";"265";"291";"238";"348";"154";"265";"231";"295";"262";"293";"2642"
"350740 BORBOREMA";"495";"805";"802";"795";"468";"713";"835";"1072";"846";"1005";"7836"
"350745 BOREBI";"266";"211";"289";"96";"103";"245";"192";"270";"278";"335";"2285"
"350750 BOTUCATU";"14002";"11481";"14014";"12661";"8725";"9614";"9647";"12671";"11312";"10995";"115122"
"350775 BREJO ALEGRE";"115";"321";"404";"300";"162";"345";"231";"324";"245";"199";"2646"
"350780 BRODOWSKI";"1993";"2542";"2243";"2351";"1021";"1737";"2147";"2085";"1844";"1690";"19653"
"350790 BROTAS";"1651";"1369";"1360";"1373";"652";"1086";"1154";"1408";"1105";"1296";"12454"
"350800 BURI";"839";"677";"947";"655";"616";"384";"787";"849";"1039";"973";"7766"
"350810 BURITAMA";"524";"1730";"2194";"1820";"832";"1252";"1724";"1616";"1188";"1183";"14063"
"350820 BURITIZAL";"380";"256";"400";"539";"86";"214";"0";"0";"0";"0";"1875"
"350830 CABRALIA PAULISTA";"262";"198";"397";"246";"281";"254";"340";"326";"276";"247";"2827"
"350840 CABREUVA";"0";"0";"0";"670";"188";"0";"0";"0";"0";"0";"858"
"350880 CAFELANDIA";"771";"823";"656";"667";"290";"616";"667";"776";"710";"607";"6583"
"350890 CAIABU";"380";"284";"75";"461";"58";"296";"369";"237";"241";"317";"2718"
"350910 CAIUA";"685";"512";"499";"488";"243";"435";"321";"377";"264";"382";"4206"
"350940 CAJURU";"1625";"1429";"1336";"1406";"788";"1262";"931";"1361";"1400";"1171";"12709"
"350950 CAMPINAS";"3";"0";"7";"9062";"1860";"0";"0";"0";"0";"0";"10932"
"350960 CAMPO LIMPO PAULISTA";"0";"0";"0";"948";"191";"0";"0";"0";"0";"0";"1139"
"350980 CAMPOS NOVOS PAULISTA";"227";"285";"308";"276";"118";"327";"529";"551";"466";"386";"3473"
"351000 CANDIDO MOTA";"1777";"1873";"1634";"1596";"894";"1352";"1288";"1144";"1233";"1005";"13796"
"351010 CANDIDO RODRIGUES";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"6"
"351015 CANITAR";"143";"280";"363";"283";"142";"345";"254";"342";"436";"589";"3177"
"351020 CAPAO BONITO";"2236";"2434";"2420";"2477";"1330";"2000";"2211";"2032";"2403";"2491";"22034"
"351030 CAPELA DO ALTO";"1006";"1105";"1164";"203";"0";"0";"0";"0";"926";"1621";"6025"
"351040 CAPIVARI";"2707";"2538";"2491";"2006";"1239";"1891";"2272";"2732";"2569";"2504";"22949"
"351050 CARAGUATATUBA";"0";"0";"0";"326";"4494";"5721";"8472";"10190";"8654";"10831";"48688"
"351060 CARAPICUIBA";"6687";"6757";"6528";"7486";"4199";"8235";"7829";"10300";"11007";"3251";"72279"
"351070 CARDOSO";"1238";"1346";"1388";"1056";"726";"949";"1115";"1025";"795";"769";"10407"
"351090 CASSIA DOS COQUEIROS";"130";"213";"161";"157";"82";"171";"177";"162";"180";"170";"1603"
"351100 CASTILHO";"1946";"769";"1";"9";"0";"0";"0";"0";"0";"0";"2725"
"351110 CATANDUVA";"7573";"6888";"7170";"5954";"3993";"4958";"4892";"4889";"4420";"4426";"55163"
"351120 CATIGUA";"0";"0";"0";"0";"0";"0";"0";"156";"220";"216";"592"
"351130 CEDRAL";"302";"419";"444";"273";"197";"193";"575";"555";"472";"517";"3947"
"351140 CERQUEIRA CESAR";"684";"487";"661";"779";"321";"595";"627";"696";"816";"1028";"6694"
"351150 CERQUILHO";"3637";"3283";"3135";"649";"0";"0";"10";"162";"18021";"0";"28897"
"351160 CESARIO LANGE";"1546";"1118";"1505";"179";"0";"271";"72";"0";"0";"475";"5166"
"351170 CHARQUEADA";"990";"873";"1010";"1002";"629";"988";"906";"1383";"1240";"1496";"10517"
"351190 CLEMENTINA";"176";"505";"630";"493";"241";"299";"359";"522";"449";"399";"4073"
"351200 COLINA";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"7"
"351220 CONCHAL";"2734";"2689";"2391";"2030";"909";"1649";"1411";"2289";"2076";"1977";"20155"
"351230 CONCHAS";"929";"892";"970";"952";"240";"565";"682";"1272";"926";"998";"8426"
"351240 CORDEIROPOLIS";"1448";"1451";"1561";"1372";"1015";"1503";"1604";"2016";"1804";"1917";"15691"
"351250 COROADOS";"73";"411";"501";"320";"327";"298";"358";"364";"315";"202";"3169"
"351260 CORONEL MACEDO";"232";"244";"421";"457";"233";"323";"339";"152";"356";"794";"3551"
"351270 CORUMBATAI";"328";"292";"85";"5";"1";"1";"1";"0";"0";"8";"721"
"351280 COSMOPOLIS";"0";"0";"1";"505";"145";"0";"0";"0";"0";"0";"651"
"351290 COSMORAMA";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"351310 CRAVINHOS";"1837";"1981";"1951";"1673";"631";"1142";"1523";"1598";"1609";"1428";"15373"
"351320 CRISTAIS PAULISTA";"515";"637";"733";"694";"396";"673";"592";"686";"1052";"670";"6648"
"351330 CRUZALIA";"177";"236";"167";"149";"69";"273";"125";"173";"230";"240";"1839"
"351380 DIADEMA";"0";"0";"0";"0";"0";"4269";"10756";"15416";"16595";"15429";"62465"
"351385 DIRCE REIS";"137";"96";"60";"82";"46";"131";"91";"98";"140";"74";"955"
"351410 DOIS CORREGOS";"1167";"1062";"867";"871";"582";"795";"614";"879";"896";"873";"8606"
"351420 DOLCINOPOLIS";"96";"244";"124";"190";"97";"144";"120";"159";"181";"177";"1532"
"351430 DOURADO";"55";"286";"336";"282";"157";"308";"258";"442";"390";"346";"2860"
"351440 DRACENA";"3029";"2602";"2777";"2585";"1598";"2600";"2379";"3305";"2643";"2420";"25938"
"351450 DUARTINA";"1086";"664";"1037";"845";"512";"837";"778";"933";"920";"873";"8485"
"351460 DUMONT";"384";"487";"449";"610";"245";"535";"398";"516";"432";"526";"4582"
"351470 ECHAPORA";"562";"421";"417";"377";"293";"569";"272";"345";"308";"336";"3900"
"351490 ELIAS FAUSTO";"764";"844";"790";"631";"300";"880";"806";"1149";"1009";"1024";"8197"
"351492 ELISIARIO";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"351512 EMILIANOPOLIS";"225";"233";"244";"322";"92";"257";"194";"298";"136";"291";"2292"
"351515 ENGENHEIRO COELHO";"1175";"1050";"1090";"1258";"381";"1182";"983";"1158";"906";"1117";"10300"
"351519 ESPIRITO SANTO DO TURVO";"303";"372";"396";"365";"223";"351";"391";"298";"300";"440";"3439"
"351520 ESTRELA D\'OESTE";"989";"673";"887";"931";"657";"745";"912";"787";"810";"691";"8082"
"351530 ESTRELA DO NORTE";"164";"163";"146";"102";"63";"174";"134";"121";"137";"199";"1403"
"351535 EUCLIDES DA CUNHA PAULISTA";"642";"1178";"495";"620";"170";"613";"518";"342";"428";"365";"5371"
"351540 FARTURA";"1032";"766";"1089";"946";"542";"785";"635";"1006";"801";"925";"8527"
"351550 FERNANDOPOLIS";"4147";"3880";"3485";"3842";"1973";"1991";"3948";"4126";"3685";"3671";"34748"
"351560 FERNANDO PRESTES";"0";"0";"0";"4";"1";"0";"0";"219";"410";"271";"905"
"351565 FERNAO";"243";"227";"297";"291";"184";"208";"252";"352";"322";"325";"2701"
"351570 FERRAZ DE VASCONCELOS";"0";"0";"636";"4570";"2579";"5475";"5368";"9881";"10515";"11428";"50452"
"351580 FLORA RICA";"151";"119";"137";"132";"112";"79";"35";"0";"441";"165";"1371"
"351590 FLOREAL";"0";"0";"0";"0";"0";"0";"0";"0";"146";"215";"361"
"351600 FLORIDA PAULISTA";"599";"617";"680";"668";"397";"453";"660";"483";"517";"511";"5585"
"351610 FLORINIA";"114";"206";"133";"92";"190";"276";"55";"106";"108";"162";"1442"
"351620 FRANCA";"14336";"7156";"8239";"12354";"7770";"5376";"12266";"13017";"13353";"11846";"105713"
"351650 GABRIEL MONTEIRO";"170";"187";"274";"199";"141";"214";"287";"283";"154";"242";"2151"
"351660 GALIA";"596";"512";"436";"429";"318";"371";"374";"425";"314";"349";"4124"
"351670 GARCA";"3687";"3567";"3358";"3198";"1532";"2055";"2070";"2775";"2955";"2957";"28154"
"351680 GASTAO VIDIGAL";"68";"80";"68";"95";"87";"79";"142";"152";"97";"231";"1099"
"351685 GAVIAO PEIXOTO";"346";"333";"354";"345";"189";"295";"322";"277";"273";"270";"3004"
"351690 GENERAL SALGADO";"460";"614";"325";"437";"250";"360";"707";"476";"684";"524";"4837"
"351700 GETULINA";"600";"603";"676";"707";"324";"833";"594";"730";"817";"617";"6501"
"351720 GUAICARA";"367";"337";"348";"525";"160";"579";"660";"638";"577";"565";"4756"
"351730 GUAIMBE";"302";"464";"392";"292";"250";"354";"421";"369";"268";"337";"3449"
"351750 GUAPIACU";"0";"0";"289";"1241";"964";"1221";"1150";"1344";"1149";"965";"8323"
"351760 GUAPIARA";"966";"1313";"1589";"1308";"544";"1083";"945";"1155";"1027";"690";"10620"
"351770 GUARA";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"351800 GUARANI D\'OESTE";"311";"198";"207";"184";"183";"181";"323";"239";"192";"268";"2286"
"351810 GUARANTA";"397";"408";"397";"340";"255";"281";"408";"437";"322";"403";"3648"
"351820 GUARARAPES";"616";"2137";"2282";"1554";"904";"1450";"1873";"1914";"1934";"1462";"16126"
"351830 GUARAREMA";"3176";"3660";"3426";"3265";"1913";"3010";"2884";"3439";"3459";"3562";"31794"
"351850 GUAREI";"909";"781";"903";"1106";"433";"787";"866";"928";"943";"912";"8568"
"351860 GUARIBA";"1963";"2301";"2003";"2580";"1335";"2722";"2292";"2338";"2730";"2595";"22859"
"351885 GUATAPARA";"342";"466";"546";"546";"376";"668";"642";"689";"621";"522";"5418"
"351890 GUZOLANDIA";"88";"318";"307";"218";"93";"47";"161";"328";"258";"115";"1933"
"351900 HERCULANDIA";"737";"539";"569";"521";"307";"526";"399";"518";"542";"540";"5198"
"351905 HOLAMBRA";"0";"0";"0";"142";"60";"0";"0";"0";"0";"0";"202"
"351907 HORTOLANDIA";"0";"0";"3";"2706";"1225";"0";"0";"0";"0";"0";"3934"
"351910 IACANGA";"401";"400";"604";"766";"576";"512";"822";"638";"546";"1016";"6281"
"351920 IACRI";"286";"382";"424";"441";"301";"325";"409";"450";"299";"338";"3655"
"351925 IARAS";"251";"161";"234";"220";"42";"140";"337";"227";"168";"147";"1927"
"351930 IBATE";"189";"726";"906";"1091";"910";"952";"815";"1285";"1381";"1631";"9886"
